timestamp,open,high,low,close,volume
2019-11-05 11:15:00,144.3350,144.4400,144.3100,144.4000,126268
2019-11-05 11:10:00,144.1700,144.3600,144.1250,144.3350,183234
2019-11-05 11:05:00,144.1500,144.2100,144.1160,144.1700,186604
2019-11-05 11:00:00,144.1100,144.1300,144.1000,144.1300,136616
2019-11-05 10:55:00,144.2300,144.3300,144.0900,144.1050,171389
2019-11-05 10:50:00,144.1950,144.2650,144.1190,144.2250,146022
2019-11-05 10:45:00,144.3900,144.4000,144.1800,144.1950,124524
2019-11-05 10:40:00,144.2550,144.4600,144.2500,144.3958,164168
2019-11-05 10:35:00,144.1600,144.2650,144.1450,144.2600,213951
2019-11-05 10:30:00,144.1250,144.1750,144.0800,144.1700,161525
2019-11-05 10:25:00,144.0600,144.2400,144.0400,144.1250,200220
2019-11-05 10:20:00,144.1000,144.1370,143.9800,144.0605,185294
2019-11-05 10:15:00,144.1647,144.1700,143.9600,144.1147,352633
2019-11-05 10:10:00,144.4600,144.4761,144.0600,144.1850,376225
2019-11-05 10:05:00,144.4200,144.6800,144.4200,144.4550,362570
2019-11-05 10:00:00,144.4300,144.4500,144.3600,144.4200,227172
2019-11-05 09:55:00,144.4300,144.5000,144.3900,144.4100,222478
2019-11-05 09:50:00,144.6254,144.7555,144.3651,144.4154,449763
2019-11-05 09:45:00,144.5800,144.6450,144.4400,144.5900,282496
2019-11-05 09:40:00,144.8550,144.8550,144.5200,144.6300,411778
2019-11-05 09:35:00,144.9800,145.0200,144.6846,144.7400,1186026
2019-11-04 16:00:00,144.5300,144.6000,144.3900,144.5200,800419
2019-11-04 15:55:00,144.4900,144.7151,144.4600,144.5300,539519
2019-11-04 15:50:00,144.3950,144.5100,144.3700,144.4900,207241
2019-11-04 15:45:00,144.3100,144.4300,144.3100,144.4000,181196
2019-11-04 15:40:00,144.3750,144.3800,144.2700,144.3150,133179
2019-11-04 15:35:00,144.3100,144.3960,144.2800,144.3800,190501
2019-11-04 15:30:00,144.4300,144.4300,144.2600,144.3200,158728
2019-11-04 15:25:00,144.3300,144.4400,144.3200,144.4300,141478
2019-11-04 15:20:00,144.2836,144.3400,144.2600,144.3300,111787
2019-11-04 15:15:00,144.4150,144.4200,144.2700,144.2800,156682
2019-11-04 15:10:00,144.4200,144.4400,144.3950,144.4100,108925
2019-11-04 15:05:00,144.3850,144.4400,144.3800,144.4250,106322
2019-11-04 15:00:00,144.4600,144.4700,144.3800,144.3900,184653
2019-11-04 14:55:00,144.5250,144.5400,144.4500,144.4600,121688
2019-11-04 14:50:00,144.5400,144.5500,144.5000,144.5300,130225
2019-11-04 14:45:00,144.5500,144.5700,144.5100,144.5500,77850
2019-11-04 14:40:00,144.5750,144.5800,144.5440,144.5500,114330
2019-11-04 14:35:00,144.5200,144.5850,144.5100,144.5750,95652
2019-11-04 14:30:00,144.6000,144.6400,144.5101,144.5300,194040
2019-11-04 14:25:00,144.6300,144.6400,144.5500,144.5950,89087
2019-11-04 14:20:00,144.6542,144.6850,144.6220,144.6300,89922
2019-11-04 14:15:00,144.6400,144.6700,144.6360,144.6550,105772
2019-11-04 14:10:00,144.6050,144.6400,144.5750,144.6400,129045
2019-11-04 14:05:00,144.6500,144.6500,144.6000,144.6100,177228
2019-11-04 14:00:00,144.6700,144.6800,144.6300,144.6500,122872
2019-11-04 13:55:00,144.7576,144.7700,144.6550,144.6650,161747
2019-11-04 13:50:00,144.7650,144.7851,144.6900,144.7587,93182
2019-11-04 13:45:00,144.6860,144.7725,144.6800,144.7700,113838
2019-11-04 13:40:00,144.6700,144.7100,144.6650,144.6850,52371
2019-11-04 13:35:00,144.7350,144.7500,144.6700,144.6750,98165
2019-11-04 13:30:00,144.7749,144.7800,144.7100,144.7350,108802
2019-11-04 13:25:00,144.7600,144.8000,144.7500,144.7900,158102
2019-11-04 13:20:00,144.7100,144.8000,144.7100,144.7500,145873
2019-11-04 13:15:00,144.7150,144.7500,144.7000,144.7100,83636
2019-11-04 13:10:00,144.7900,144.8000,144.7000,144.7150,112863
2019-11-04 13:05:00,144.7672,144.7900,144.7000,144.7900,86664
2019-11-04 13:00:00,144.6900,144.7800,144.6900,144.7600,106867
2019-11-04 12:55:00,144.7351,144.7980,144.6750,144.6900,131322
